Year,Category,Energy Carrier,TJ
2013,Energy conversion - various renewable,gas,460.0
2013,Energy conversion - various renewable,Wood energy,-2010.0
2013,Energy conversion - various renewable,Core fuel,
2013,Energy conversion - various renewable,Money,
2013,Energy conversion - various renewable,Garbage and industrial waste,
2013,Energy conversion - various renewable,crude oil,
2013,Energy conversion - various renewable,Extendation of renewable energies,-4390.0
2013,Energy conversion - various renewable,Hydropower,
2013,Energy conversion - gas works,electricity,
2013,Energy conversion - gas works,Petroleum,
2013,Energy conversion - gas works,District heating,
2013,Energy conversion - gas works,gas,0.0
2013,Energy conversion - gas works,Wood energy,
2013,Energy conversion - gas works,Core fuel,
2013,Energy conversion - gas works,Money,
2013,Energy conversion - gas works,Garbage and industrial waste,
2013,Energy conversion - gas works,crude oil,
2013,Energy conversion - gas works,Extendation of renewable energies,
2013,Energy conversion - gas works,Hydropower,
2013,Energy conversion - nuclear power plants,electricity,89540.0
2013,Energy conversion - nuclear power plants,Petroleum,
2013,Energy conversion - nuclear power plants,District heating,1270.0
2013,Energy conversion - nuclear power plants,gas,
2013,Energy conversion - nuclear power plants,Wood energy,
2013,Energy conversion - nuclear power plants,Core fuel,-271320.0
2013,Energy conversion - nuclear power plants,Money,
2013,Energy conversion - nuclear power plants,Garbage and industrial waste,
2013,Energy conversion - nuclear power plants,crude oil,
2013,Energy conversion - nuclear power plants,Extendation of renewable energies,
2013,Energy conversion - nuclear power plants,Hydropower,
2013,Energy conversion - refineries,electricity,
2013,Energy conversion - refineries,Petroleum,210530.0
2013,Energy conversion - refineries,District heating,
2013,Energy conversion - refineries,gas,
2013,Energy conversion - refineries,Wood energy,
2013,Energy conversion - refineries,Core fuel,
2013,Energy conversion - refineries,Money,
2013,Energy conversion - refineries,Garbage and industrial waste,
2013,Energy conversion - refineries,crude oil,-211350.0
2013,Energy conversion - refineries,Extendation of renewable energies,
2013,Energy conversion - refineries,Hydropower,
2013,Energy conversion - hydropower plants,electricity,142460.0
2013,Energy conversion - hydropower plants,Petroleum,
2013,Energy conversion - hydropower plants,District heating,
2013,Energy conversion - hydropower plants,gas,
2013,Energy conversion - hydropower plants,Wood energy,
2013,Energy conversion - hydropower plants,Core fuel,
2013,Energy conversion - hydropower plants,Money,
2013,Energy conversion - hydropower plants,Garbage and industrial waste,
2013,Energy conversion - hydropower plants,crude oil,
2013,Energy conversion - hydropower plants,Extendation of renewable energies,
2013,Energy conversion - hydropower plants,Hydropower,-142460.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,9790.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-670.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,18110.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-8280.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-1810.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-44210.0
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
2013,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
2013,export,electricity,-116170.0
2013,export,Petroleum,-24040.0
2013,export,District heating,
2013,export,gas,
2013,export,Wood energy,-170.0
2013,export,Core fuel,
2013,export,Money,0.0
2013,export,Garbage and industrial waste,
2013,export,crude oil,
2013,export,Extendation of renewable energies,0.0
2013,export,Hydropower,
2013,import,electricity,107550.0
2013,import,Petroleum,318290.0
2013,import,District heating,
2013,import,gas,129030.0
2013,import,Wood energy,2080.0
2013,import,Core fuel,271320.0
2013,import,Money,5700.0
2013,import,Garbage and industrial waste,
2013,import,crude oil,211440.0
2013,import,Extendation of renewable energies,280.0
2013,import,Hydropower,
2013,Domestic production,electricity,
2013,Domestic production,Petroleum,
2013,Domestic production,District heating,
2013,Domestic production,gas,0.0
2013,Domestic production,Wood energy,45410.0
2013,Domestic production,Core fuel,
2013,Domestic production,Money,0.0
2013,Domestic production,Garbage and industrial waste,55160.0
2013,Domestic production,crude oil,0.0
2013,Domestic production,Extendation of renewable energies,22000.0
2013,Domestic production,Hydropower,142460.0
2013,Warehouse change,electricity,
2013,Warehouse change,Petroleum,-1720.0
2013,Warehouse change,District heating,
2013,Warehouse change,gas,
2013,Warehouse change,Wood energy,
2013,Warehouse change,Core fuel,
2013,Warehouse change,Money,-130.0
2013,Warehouse change,Garbage and industrial waste,
2013,Warehouse change,crude oil,-90.0
2013,Warehouse change,Extendation of renewable energies,
2013,Warehouse change,Hydropower,
2013,Non -energy consumption,electricity,
2013,Non -energy consumption,Petroleum,-20380.0
2013,Non -energy consumption,District heating,
2013,Non -energy consumption,gas,
2013,Non -energy consumption,Wood energy,
2013,Non -energy consumption,Core fuel,
2013,Non -energy consumption,Money,
2013,Non -energy consumption,Garbage and industrial waste,
2013,Non -energy consumption,crude oil,
2013,Non -energy consumption,Extendation of renewable energies,
2013,Non -energy consumption,Hydropower,
2014,Gross consumption,electricity,-19770.0
2014,Gross consumption,Petroleum,250020.0
2014,Gross consumption,District heating,0.0
2014,Gross consumption,gas,111770.0
2014,Gross consumption,Wood energy,40580.0
2014,Gross consumption,Core fuel,287670.0
2014,Gross consumption,Money,5700.0
2014,Gross consumption,Garbage and industrial waste,57310.0
2014,Gross consumption,crude oil,212530.0
2014,Gross consumption,Extendation of renewable energies,23390.0
2014,Gross consumption,Hydropower,141510.0
2014,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-24030.0
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-14200.0
2014,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1550.0
2014,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-160.0
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2014,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2014,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2014,End consumption - services,electricity,60980.0
2014,End consumption - services,Petroleum,32920.0
2014,End consumption - services,District heating,3610.0
2014,End consumption - services,gas,22680.0
2014,End consumption - services,Wood energy,8330.0
2014,End consumption - services,Core fuel,
2014,End consumption - services,Money,0.0
2014,End consumption - services,Garbage and industrial waste,60.0
2014,End consumption - services,crude oil,
2014,End consumption - services,Extendation of renewable energies,2970.0
2014,End consumption - services,Hydropower,
2014,End consumption - households,electricity,65800.0
2014,End consumption - households,Petroleum,75230.0
2014,End consumption - households,District heating,6480.0
